asset,rows_total,rows_train,rows_test,ema1_period,ema2_period,ema3_period,train_sharpe,train_total_return,train_annualized_return,train_max_drawdown,train_trades,train_annualized_turnover,train_annual_costs,test_trades,test_annualized_turnover,test_annual_costs,subtrain_sharpe,val_sharpe,selection_score,view_q
yfiusd,1593,955,638,13,80,112,-0.1546934810312473,-0.24654980738592303,-0.07197890280314856,-0.5626105211606249,10,5.277486910994765,0.005277486910994767,6,4.739811912225705,0.004739811912225707,0.0508965671272717,-0.25904794330804115,-0.4140201985256976,-0.07197890280314856
eqtususd,433,259,174,4,140,121,-0.15703087783272154,-0.21073339474679476,-0.20566908613791857,-0.8868578927634048,3,5.837837837837839,0.005837837837837838,0,1.4482758620689655,0.0014482758620689656,-0.3537809478942348,-0.368870504299593,-0.3764152825022721,-0.20566908613791857
stervfieur,776,465,311,7,167,163,-0.20485166826600404,-0.1530212947136419,-0.08607292435970781,-0.5001686384400411,4,4.877419354838709,0.00487741935483871,7,11.344051446945338,0.011344051446945341,0.170109362407975,-0.5577962653122571,-0.9217490791723733,-0.08607292435970781
plnidxpln,659,395,264,28,194,172,-0.21250112771662566,-0.059037349947606454,-0.03807801495221319,-0.23152886967997646,4,5.741772151898735,0.005741772151898735,2,3.818181818181818,0.0038181818181818182,-0.2865450393198493,-0.9806050505666435,-1.3276350561900405,-0.03807801495221319
pbrususd,404,242,162,13,179,100,-0.21844115747170725,-0.13069586044511894,-0.13571259628007537,-0.5698787937639744,3,7.289256198347108,0.007289256198347107,3,10.888888888888888,0.010888888888888889,-0.39622405451046,1.4899096087256103,0.5468427771075751,-0.13571259628007537
batsgbgbx,531,318,213,4,122,124,-0.22028375078676335,-0.013406683172201728,-0.010639025352505604,-0.04927694057083469,2,3.169811320754717,0.0031698113207547173,4,10.647887323943662,0.010647887323943664,-0.2541790372062603,-0.16107667539429277,-0.20762785630027653,-0.010639025352505604
pncususd,588,352,236,4,155,172,-0.23665337008168205,-0.0663497947255629,-0.04796131543901605,-0.18201968837603485,7,10.022727272727273,0.010022727272727277,3,7.47457627118644,0.007474576271186441,0.39446837702095777,-1.331550279233572,-2.194559607360837,-0.04796131543901605
usdnok,657,394,263,25,194,193,-0.2567440338721659,-0.05296077771459862,-0.03420468354528383,-0.1587642186789848,5,7.035532994923858,0.00703553299492386,2,3.832699619771863,0.003832699619771863,0.5230257962637764,-0.6947907936301382,-1.3036990885770954,-0.03420468354528383
vodgbgbx,986,591,395,19,149,136,-0.2583936319442171,-0.2047078380582864,-0.09304656541242029,-0.4531213519011907,7,5.969543147208122,0.005969543147208124,3,4.465822784810126,0.004465822784810127,0.32707804994048284,-0.7593236169830307,-1.3025244504447877,-0.09304656541242029
tlwgbgbx,613,367,246,4,125,121,-0.26116365572456013,-0.7202382293674114,-0.5829980729460043,-0.9621371390241718,5,6.866485013623978,0.00686648501362398,1,3.073170731707317,0.003073170731707317,-0.261126737549065,-1.389436482891147,-1.953591355562188,-0.5829980729460043
belgbeeur,1221,732,489,16,158,142,-0.273874039094125,-0.18799428123092599,-0.06918236217626716,-0.3073879470509271,7,4.8196721311475414,0.004819672131147543,5,5.153374233128835,0.005153374233128835,-0.23326371257308132,-1.2807037113060697,-1.804423710672564,-0.06918236217626716
chiidxusd,448,268,180,4,83,100,-0.2788667532698802,-0.08115700720276775,-0.07650221847089533,-0.23717478590417296,2,3.7611940298507465,0.0037611940298507463,3,9.799999999999999,0.0098,-0.32745914878284005,-2.0038695349669613,-2.842074728059022,-0.07650221847089533
alksususd,467,280,187,7,188,184,-0.2950500643687583,-0.10539518530994307,-0.09537599477003311,-0.2907795672464375,4,7.199999999999999,0.0072,3,9.433155080213904,0.009433155080213904,0.24565687542520043,-0.7416730711260756,-1.2353380444017137,-0.09537599477003311
mksgbgbx,429,257,172,7,110,100,-0.2951635646084059,-0.26527562717170916,-0.2608560447546392,-0.5775852660300137,4,7.844357976653697,0.007844357976653697,1,2.9302325581395348,0.0029302325581395347,-0.11483534911109228,2.4305703823973746,1.1578675166431411,-0.2608560447546392
apdususd,795,477,318,10,92,121,-0.3031501776021631,-0.1505314401361436,-0.0825796063656894,-0.35534856682434474,7,7.39622641509434,0.007396226415094343,3,5.547169811320755,0.005547169811320755,-0.10413851067574234,0.7213375473144809,0.30859951831936927,-0.0825796063656894
mkrusd,578,346,232,25,113,112,-0.30813003589276766,-0.5657835746292124,-0.45533072896591964,-0.8515580554089881,4,6.554913294797688,0.006554913294797689,4,9.775862068965518,0.009775862068965519,0.057553970413835996,5.830924858755799,2.9442394145848176,-0.45533072896591964
avgbgbx,547,328,219,37,107,103,-0.317190910832194,-0.232328490957045,-0.18382907892617362,-0.49239078668027136,4,6.914634146341463,0.006914634146341464,1,2.3013698630136985,0.0023013698630136984,-0.24079014066902052,0.2450257328678435,0.002117796099411484,-0.18382907892617362
nzdcad,494,296,198,28,110,100,-0.334322964735432,-0.04546835568991725,-0.03884269592277623,-0.1142524445041117,2,3.4054054054054053,0.0034054054054054052,2,6.363636363636364,0.006363636363636364,-0.3885520450638964,-0.3752163171654088,-0.3818841811146526,-0.03884269592277623
elsususd,582,349,233,16,125,106,-0.3457883043253409,-0.09403327009536033,-0.06882278553061016,-0.17794166946027537,4,5.776504297994269,0.00577650429799427,2,4.326180257510729,0.0043261802575107295,-0.605674840783108,-0.7262221004898805,-0.7864957303432667,-0.06882278553061016
sgdidxsgd,1012,607,405,37,191,118,-0.386081455667205,-0.08389470311886371,-0.0357239442838857,-0.13463521825801064,7,5.812191103789127,0.00581219110378913,4,4.977777777777778,0.004977777777777778,0.07968757932185315,0.3773272369731541,0.22850740814750364,-0.0357239442838857
avtrususd,769,461,308,7,98,100,-0.41006358491432976,-0.14151761223996662,-0.08002701089045128,-0.2129840505030932,5,5.466377440347072,0.005466377440347073,4,6.545454545454545,0.006545454545454545,-0.015374029041595622,-2.014930054262838,-3.014708066873459,-0.08002701089045128
albususd,806,483,323,7,116,169,-0.4108911751543463,-0.22878022662698239,-0.12675435346002228,-0.3570805043121769,5,5.217391304347826,0.0052173913043478265,3,5.461300309597522,0.005461300309597523,-0.2635066036484416,-0.406751040795878,-0.4783732593695962,-0.12675435346002228
nzdchf,575,345,230,4,140,136,-0.4224356752946076,-0.06765418730911288,-0.04988100512885929,-0.14482308437072247,4,5.843478260869565,0.005843478260869566,3,7.6695652173913045,0.007669565217391304,-0.48438590653328023,0.3834813596578873,-0.05045227343769643,-0.04988100512885929
inganleur,712,427,285,4,89,109,-0.46801852918096626,-0.2228411952322612,-0.13824697600605973,-0.4284637168196729,5,6.491803278688525,0.006491803278688526,3,6.189473684210526,0.006189473684210527,0.03926835751650175,-0.7662880548879512,-1.1690662610901776,-0.13824697600605973
gnrcususd,626,375,251,10,104,139,-0.480469555642031,-0.26206962906559594,-0.184720844588795,-0.4504110342927469,5,7.3919999999999995,0.007392000000000002,1,3.0119521912350598,0.00301195219123506,0.2592917208012269,-1.460442762628079,-2.3203100043427316,-0.184720844588795
ulvrgbgbx,801,480,321,10,185,139,-0.504036264525148,-0.18982263269639243,-0.1046258413732174,-0.3485441702496958,8,8.4,0.008400000000000005,4,6.280373831775702,0.006280373831775702,-0.7172220173302403,0.7885088922940198,0.035643437481889695,-0.1046258413732174
luvususd,958,574,384,22,101,100,-0.5169000958681431,-0.32657266045672384,-0.15934955256001204,-0.3970493561112672,5,4.390243902439025,0.004390243902439026,7,9.1875,0.009187500000000005,-0.4236909770493165,0.027000877958361924,-0.1983450495454773,-0.15934955256001204
hkgidxhkd,1358,814,544,4,155,112,-0.5609338633279028,-0.34303400809476736,-0.12195958551862762,-0.3893392744950925,11,6.8108108108108105,0.006810810810810815,9,8.338235294117647,0.008338235294117652,-0.31864922575079807,-0.48790756840002525,-0.5725367397246388,-0.12195958551862762
tususd,523,313,210,4,86,100,-0.6226602165987793,-0.17704535604722038,-0.14519286801832954,-0.2451777418703288,3,4.830670926517572,0.0048306709265175714,1,2.4,0.0024,0.3972959157586918,-1.2906295239376908,-2.134592243785882,-0.14519286801832954
copususd,413,247,166,34,179,100,-0.6741378179692831,-0.3253959227443268,-0.3307499468183822,-0.41634446960499233,3,6.1214574898785425,0.0061214574898785425,2,7.590361445783133,0.007590361445783133,-0.7507982700967515,-0.8163140753390437,-0.8490719779601897,-0.3307499468183822
vnadeeur,660,396,264,13,146,148,-0.6758574353307101,-0.5060342281081729,-0.36161919824079924,-0.6285128663401905,5,6.363636363636364,0.006363636363636365,1,1.909090909090909,0.0019090909090909091,0.7336450776678402,-0.9586467296162946,-1.804792633258362,-0.36161919824079924
rbiateur,661,396,265,10,140,157,-0.7067548483823077,-0.18211157351323815,-0.12008306493813481,-0.2549783546127809,5,6.363636363636364,0.006363636363636365,0,0.9509433962264151,0.0009509433962264151,-0.47049980831905647,-0.7350176126292545,-0.8672765147843535,-0.12008306493813481
abevususd,1109,665,444,19,83,172,-0.765780756496217,-0.3674564979896926,-0.1593335220512968,-0.4422149425204376,7,5.305263157894737,0.005305263157894739,6,6.810810810810811,0.006810810810810813,-0.1622548681950064,-1.8554046678665623,-2.7019795677023404,-0.1593335220512968
cciususd,562,337,225,31,95,118,-0.7935307123765294,-0.16484922629692378,-0.12602747575719264,-0.2594682982776364,2,3.738872403560831,0.0037388724035608313,2,4.4799999999999995,0.00448,-0.5624737472872435,0.3824466085451522,-0.09001356937104565,-0.12602747575719264
mdtususd,597,358,239,13,137,178,-0.8020173523446426,-0.14419085709820845,-0.10381143636453427,-0.15644180097051597,6,8.446927374301676,0.008446927374301678,1,2.1087866108786613,0.002108786610878661,-0.3802569190373426,-1.2810689844228709,-1.731475017115635,-0.10381143636453427
eosusd,638,382,256,10,101,100,-0.8270765696644209,-0.8291344833611073,-0.6882596843178588,-0.8991834365486886,5,7.2565445026178015,0.0072565445026178035,5,10.828125,0.010828125000000003,-0.9040847433059804,-0.6736037100686385,-0.7888442266873095,-0.6882596843178588
amwlususd,547,328,219,10,185,106,-0.8452415093758342,-0.5801534698822359,-0.4866385635940572,-0.7737889273356402,2,3.073170731707317,0.003073170731707317,4,9.205479452054794,0.009205479452054794,-0.8863332318361583,2.5031546157681213,0.8084106919659815,-0.4866385635940572
abibeeur,833,499,334,31,143,139,-0.8475936752751911,-0.19762908514769462,-0.10523599142869977,-0.21635758192695653,4,4.545090180360721,0.004545090180360722,5,7.544910179640719,0.00754491017964072,-0.34797017518257356,-0.7284772810037324,-0.9187308339143119,-0.10523599142869977
glefreur,429,257,172,4,158,100,-0.8995121428356004,-0.247259233834909,-0.24308810382954094,-0.2723546178577583,3,5.883268482490273,0.005883268482490273,3,8.790697674418604,0.008790697674418604,-0.9617833801409761,2.206609747226,0.622413183542512,-0.24308810382954094
xomususd,416,249,167,16,131,100,-0.9236868900745641,-0.18813986309821895,-0.1901760251416872,-0.21616074656026066,3,6.072289156626506,0.006072289156626506,3,9.053892215568862,0.009053892215568862,-0.662397253160037,-1.3716957368073368,-1.7263449786309868,-0.1901760251416872
solbbeeur,603,361,242,10,182,145,-0.9252819411231682,-0.22644654442194556,-0.16409012631864917,-0.32286498308651607,5,6.980609418282548,0.00698060941828255,3,7.289256198347108,0.007289256198347107,0.38092408085170665,0.06612344481693164,-0.09127687320045588,-0.16409012631864917
cpigbgbx,421,252,169,13,89,100,-0.929203557047234,-0.7127222568512332,-0.7127222568512332,-0.7632786885245902,3,6.0,0.006,4,13.420118343195266,0.013420118343195269,-0.6496802034708019,-0.7255410514355094,-0.7634714754178631,-0.7127222568512332
cptususd,455,273,182,4,95,103,-1.027313140742534,-0.12432945303885545,-0.11534065391196702,-0.14825984069240955,5,10.153846153846155,0.010153846153846157,7,19.384615384615383,0.019384615384615392,-0.11562242093730647,-0.7714812255780702,-1.0994106278984521,-0.11534065391196702
ustbondtrusd,1012,607,405,4,80,109,-1.0913631163190574,-0.14729942382444194,-0.0640131654283258,-0.14809100093742766,8,6.642504118616145,0.006642504118616149,16,19.91111111111111,0.019911111111111122,-1.0999476328412157,-0.9889605244465118,-1.0444540786438639,-0.0640131654283258
sttususd,415,249,166,4,92,196,-1.2041543954113172,-0.22739457143898978,-0.22979231301703995,-0.22739457143898978,4,9.108433734939759,0.00910843373493976,3,10.626506024096386,0.010626506024096385,-0.796111966850886,-2.3188186142738156,-3.0801719379852806,-0.22979231301703995
eurdkk,473,283,190,19,110,112,-1.5814726297134434,-0.006219492213483502,-0.005540095988341709,-0.006219492213483502,2,3.5618374558303887,0.0035618374558303886,1,3.9789473684210526,0.003978947368421052,-1.868898911654512,-2.638647716764716,-3.0235221193198183,-0.005540095988341709
